url_length,dots,hyphens,at,question,percent,equal,domain_length,https,ip_address,login_word,bank_word,verify_word,secure_word,label
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
54,2,0,0,0,0,0,17,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
38,2,1,0,0,0,0,29,1,0,0,0,0,0,1
25,1,0,0,0,0,0,8,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
17,2,0,0,0,0,0,9,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
54,2,0,0,0,0,0,30,1,0,0,0,0,0,1
175,2,1,0,1,0,3,15,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
50,2,2,0,0,0,0,10,1,0,0,0,0,0,1
121,4,1,0,1,4,4,14,1,0,0,0,0,0,1
167,2,2,0,1,0,3,15,1,0,0,0,0,0,1
26,1,0,0,0,0,0,10,1,0,0,0,0,0,1
29,1,0,0,0,0,0,21,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
46,3,1,0,1,0,1,7,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
20,1,0,0,0,0,0,6,1,0,0,0,0,0,1
12,1,0,0,0,0,0,4,1,0,0,0,0,0,0
33,2,1,0,0,0,0,25,1,0,0,0,0,0,1
62,3,1,0,0,0,0,43,1,0,0,0,0,0,1
34,1,1,0,0,0,0,25,1,0,0,0,0,0,1
36,2,0,0,0,0,0,27,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
26,1,0,0,0,0,0,19,0,0,0,0,0,0,1
25,1,3,0,0,0,0,17,1,0,0,0,0,0,0
37,2,0,0,0,0,0,29,1,0,0,0,0,0,1
200,3,1,0,1,0,5,15,1,0,0,0,0,0,1
20,2,0,0,0,0,0,12,1,0,0,0,0,0,0
13,1,0,0,0,0,0,5,1,0,0,0,0,0,0
22,1,0,0,0,0,0,9,1,0,0,0,0,0,1
175,2,4,0,1,0,3,15,1,0,0,0,0,0,1
77,2,0,0,0,0,0,68,1,0,0,0,0,0,1
61,4,0,0,0,0,0,23,0,0,0,0,0,0,1
30,2,1,0,0,0,0,21,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
24,1,0,0,0,0,0,5,0,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,1,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
21,1,1,0,0,0,0,13,1,0,0,0,0,0,0
27,1,0,0,0,0,0,6,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
40,2,0,0,0,0,0,31,1,0,0,0,0,0,1
40,2,0,0,0,0,0,31,1,0,0,0,0,0,1
30,2,0,0,0,0,0,21,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
43,1,0,0,0,0,0,12,1,0,0,0,0,0,1
39,2,1,0,0,0,0,30,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
35,2,1,0,0,0,0,26,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
29,1,0,0,0,0,0,21,1,0,0,0,0,1,0
39,2,0,0,0,0,0,30,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
95,2,1,0,0,0,0,21,1,0,0,0,0,0,1
15,1,1,0,0,0,0,7,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
56,2,3,0,0,0,0,47,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
60,3,1,0,0,0,0,43,1,0,0,0,0,0,1
29,1,1,0,0,0,0,21,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
27,1,0,0,0,0,0,14,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
35,2,1,0,0,0,0,20,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
81,2,1,0,0,0,0,21,1,0,0,0,0,0,1
84,2,0,0,0,0,0,15,1,0,0,0,0,0,1
37,2,2,0,0,0,0,28,1,0,0,0,0,0,1
32,2,1,0,0,0,0,23,1,0,0,0,0,0,1
131,3,7,0,1,0,2,12,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
175,2,3,0,1,0,3,15,1,0,0,0,0,0,1
62,2,3,0,0,0,0,38,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
39,2,0,0,0,0,0,16,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
27,2,0,0,0,0,0,19,0,0,0,0,0,0,1
27,1,0,0,0,0,0,19,1,0,0,0,0,0,0
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
190,3,3,0,1,0,4,15,1,0,0,0,0,0,1
33,2,0,0,0,0,0,24,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
85,4,0,0,1,0,5,15,0,0,0,0,0,0,1
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
75,2,1,0,1,0,2,24,1,0,0,0,0,0,1
40,2,0,0,0,0,0,31,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
42,2,0,0,0,0,0,33,1,0,0,0,0,0,1
52,2,0,0,0,0,0,43,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
55,5,0,1,0,0,0,24,1,0,0,0,0,0,1
146,3,1,0,1,0,4,15,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
30,2,0,0,0,0,0,13,1,0,0,0,0,0,1
51,3,0,0,0,0,0,21,1,0,0,0,0,0,1
75,2,1,0,1,0,2,24,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
38,2,0,0,0,0,0,17,1,0,0,0,0,0,1
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
27,1,0,0,0,0,0,19,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
52,3,0,0,0,0,0,15,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
54,7,0,0,0,0,0,35,1,1,0,0,0,1,1
23,2,0,0,0,0,0,9,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
29,1,0,0,0,0,0,21,1,0,0,0,0,0,0
41,2,0,0,0,0,0,32,1,0,0,0,0,0,1
13,1,0,0,0,0,0,5,1,0,0,0,0,0,0
175,2,4,0,1,0,3,15,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
30,1,0,0,0,0,0,22,1,0,0,0,0,0,0
29,1,1,0,0,0,0,21,1,0,0,0,0,0,0
61,2,1,0,0,0,0,52,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
13,1,0,0,0,0,0,5,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
36,2,1,0,0,0,0,27,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
175,2,1,0,1,0,3,15,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
44,2,1,0,0,0,0,35,1,0,0,0,0,0,1
84,2,1,0,0,0,0,15,1,0,0,0,0,0,1
167,2,1,0,1,0,3,15,1,0,0,0,0,0,1
49,2,2,0,0,0,0,40,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
37,2,1,0,0,0,0,28,1,0,0,0,0,0,1
34,2,1,0,0,0,0,25,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
28,1,0,0,0,0,0,11,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
30,2,2,0,0,0,0,21,1,0,0,0,0,0,1
62,3,1,0,0,0,0,43,1,0,0,0,0,0,1
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
40,2,0,0,1,0,1,28,0,0,0,0,0,0,1
26,1,0,0,0,0,0,18,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
32,2,0,0,0,0,0,23,1,0,0,1,0,0,1
33,2,0,0,0,0,0,17,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
30,2,0,0,0,0,0,8,1,0,0,0,0,0,1
175,2,6,0,1,0,3,15,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
32,2,2,0,0,0,0,23,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
28,1,0,0,0,0,0,20,1,0,0,0,0,0,0
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
62,3,1,0,0,0,0,43,1,0,0,0,0,0,1
86,5,9,0,0,0,0,58,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
190,3,3,0,1,0,4,15,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
45,2,0,0,0,0,0,16,1,0,1,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
71,1,7,0,0,0,0,8,1,0,0,0,0,0,1
190,3,1,0,1,0,4,15,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
41,2,0,0,0,0,0,32,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
124,2,0,0,1,0,9,15,1,0,0,0,0,0,1
49,1,0,0,0,0,0,6,1,0,0,0,0,0,1
79,3,6,0,0,0,0,70,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
32,2,0,0,0,0,0,23,1,0,0,0,0,0,1
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
22,1,1,0,0,0,0,14,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
35,2,0,0,0,0,0,26,1,0,0,0,0,0,1
131,2,2,0,1,0,3,15,1,0,0,0,0,0,1
28,2,0,0,0,0,0,19,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
119,5,0,0,1,4,4,14,1,0,0,0,0,0,1
27,2,0,0,0,0,0,19,1,0,0,0,0,0,0
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
38,2,1,0,0,0,0,15,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
34,2,0,0,0,0,0,25,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,1,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
34,1,0,0,0,0,0,11,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
173,2,1,0,1,0,3,15,1,0,0,0,0,0,1
26,1,0,0,0,0,0,18,1,0,0,0,0,0,0
324,2,1,0,1,0,1,19,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
175,2,4,0,1,0,3,15,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
40,2,0,0,0,0,0,16,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
22,1,1,0,0,0,0,14,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
31,1,0,0,0,0,0,18,1,0,0,0,0,0,1
39,2,2,0,0,0,0,30,1,0,0,0,0,0,1
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
34,2,0,0,1,0,1,21,1,0,0,0,0,0,1
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
82,6,4,1,1,0,1,20,0,0,0,0,0,0,1
1191,4,33,0,1,0,1,25,1,0,0,0,0,0,1
40,2,1,0,0,0,0,31,1,0,1,0,0,0,1
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
34,2,1,0,0,0,0,25,1,0,0,0,0,0,1
48,2,0,0,0,0,0,8,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
51,3,0,0,0,0,0,21,1,0,0,0,0,0,1
25,2,1,0,0,0,0,16,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
190,3,2,0,1,0,4,15,1,0,0,0,0,0,1
36,2,0,0,0,0,0,27,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
83,3,0,0,0,0,0,74,1,0,0,0,0,0,1
22,1,1,0,0,0,0,14,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
55,2,1,0,0,0,0,48,0,0,0,0,0,0,1
32,2,0,0,0,0,0,23,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
24,2,0,0,0,0,0,15,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
21,2,0,0,0,0,0,14,0,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
24,1,0,0,0,0,0,16,1,0,0,0,0,0,0
32,2,0,0,0,0,0,23,1,0,0,0,0,0,1
76,2,1,0,1,0,2,25,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
21,2,0,0,0,0,0,13,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
61,3,1,0,0,0,0,43,1,0,0,0,0,0,1
37,2,2,0,0,0,0,15,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
30,2,0,0,0,0,0,21,1,0,0,0,0,0,1
175,2,1,0,1,0,3,15,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
23,2,0,0,0,0,0,14,1,0,0,0,0,0,1
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
22,1,1,0,0,0,0,14,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
76,2,5,0,0,2,0,26,1,0,0,0,0,0,1
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
33,2,0,0,0,0,0,24,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
62,3,1,0,0,0,0,43,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
40,2,0,0,0,0,0,31,1,0,0,1,0,0,1
54,3,0,0,1,0,1,7,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
41,2,0,0,0,0,0,32,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
25,2,0,0,0,0,0,16,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
112,2,1,0,0,0,0,17,1,0,0,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
31,2,1,0,0,0,0,22,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
23,1,0,0,0,0,0,4,1,0,0,0,0,0,1
175,2,3,0,1,0,3,15,1,0,0,0,0,0,1
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
42,2,0,0,0,0,0,33,1,0,0,0,0,0,1
26,1,0,0,0,0,0,18,1,0,0,0,0,0,0
38,2,2,0,0,0,0,29,1,0,0,0,0,0,1
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
42,2,0,0,0,0,0,33,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
69,1,0,0,0,0,1,15,1,0,0,0,0,0,1
29,2,1,0,0,0,0,20,1,0,0,0,0,0,1
28,1,0,0,0,0,0,20,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
23,1,0,0,0,0,0,15,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
40,1,1,0,1,0,0,13,1,0,0,0,0,0,1
175,2,4,0,1,0,3,15,1,0,0,0,0,0,1
67,3,2,0,0,0,0,43,1,0,0,0,0,0,1
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
27,2,2,0,0,0,0,20,0,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
46,3,1,0,1,0,1,7,1,0,0,0,0,0,1
30,1,0,0,0,0,0,21,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
21,1,1,0,0,0,0,13,1,0,0,0,0,0,0
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
43,2,0,0,0,0,0,34,1,0,0,0,0,0,1
43,2,0,0,0,0,0,16,1,0,0,0,0,0,1
27,1,0,0,0,0,0,19,1,0,0,0,0,0,0
39,2,0,0,0,0,0,30,1,0,0,0,0,0,1
14,1,0,0,0,0,0,6,1,0,0,0,0,0,0
29,1,1,0,0,0,0,13,1,0,0,0,0,0,1
24,2,1,0,0,0,0,15,1,0,0,0,0,0,1
25,2,1,0,0,0,0,16,1,0,0,0,0,0,1
87,2,6,0,0,0,0,27,0,0,0,0,0,0,1
23,1,0,0,0,0,0,14,1,0,0,0,0,0,1
84,2,0,0,0,0,0,15,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
64,3,0,1,0,0,0,45,1,0,0,0,0,0,1
51,2,3,0,0,0,0,42,1,0,0,0,0,0,1
92,5,1,0,1,3,1,25,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
23,2,1,0,0,0,0,14,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
190,3,3,0,1,0,4,15,1,0,0,0,0,0,1
21,1,1,0,0,0,0,13,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
31,1,0,0,0,0,0,6,1,0,0,0,0,0,1
22,1,0,0,0,0,0,14,1,0,0,0,0,0,0
190,3,2,0,1,0,4,15,1,0,0,0,0,0,1
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
22,1,0,0,0,0,0,7,1,0,0,0,0,0,1
40,3,1,0,0,0,0,26,1,0,1,0,0,0,1
18,1,0,0,0,0,0,10,1,0,0,0,0,0,0
23,2,0,0,0,0,0,8,1,0,0,0,0,0,1
173,2,3,0,1,0,3,15,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
178,3,2,0,1,0,4,15,1,0,0,0,0,0,1
184,2,0,0,1,0,0,9,1,0,0,0,0,0,1
21,1,1,0,0,0,0,6,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
26,1,0,0,0,0,0,18,1,0,0,0,0,0,0
32,2,0,0,0,0,0,23,1,0,0,0,0,0,1
28,1,1,0,0,0,0,8,1,0,0,0,0,0,1
51,3,0,0,0,0,0,21,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
34,2,1,0,0,0,0,15,1,0,0,0,0,0,1
17,1,0,0,0,0,0,9,1,0,0,0,0,0,0
74,3,6,0,0,0,0,27,1,0,0,0,0,0,1
25,1,0,0,0,0,0,17,1,0,0,0,0,0,0
27,2,0,0,0,0,0,18,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
175,2,2,0,1,0,3,15,1,0,0,0,0,0,1
46,1,1,0,0,0,0,13,1,0,0,0,0,0,1
36,2,1,0,0,0,0,19,0,0,0,0,0,0,1
62,3,1,0,0,0,0,43,1,0,0,0,0,0,1
20,1,0,0,0,0,0,12,1,0,0,0,0,0,0
16,1,0,0,0,0,0,8,1,0,0,0,0,0,0
19,1,0,0,0,0,0,11,1,0,0,0,0,0,0
63,4,0,1,0,0,0,21,1,0,0,0,0,0,1
50,1,2,0,0,0,0,11,1,0,0,0,0,0,1
21,1,0,0,0,0,0,13,1,0,0,0,0,0,0
15,1,0,0,0,0,0,7,1,0,0,0,0,0,0
41,2,1,0,0,0,0,32,1,0,0,0,0,0,1
38,2,0,0,0,0,0,30,1,0,0,0,0,0,1
22,1,0,0,0,0,0,6,1,0,0,0,0,0,1
